# Active Comparator sample data v0.1
# nodes: 1000
# offer rows: 5000
node_id	item	seller	status	posted	title	ask_price	min_bid	location	quality	availability	condition	risk	cvu
ACT0603_VERIFIED_PROVIDER	ACT0603-05	Regional Exchange	Limited	7d	Verified Provider Offer 5	1526	1411	Edmonton Region	58	45	New	Low	59
ACT0660_ENERGY	ACT0660-01	Regional Exchange	FS	11d	Energy Offer 1	767	667	Red Deer	66	64	New	Medium	61
ACT0660_ENERGY	ACT0660-02	Central Listings	Available	1d	Energy Offer 2	3005	2635	Edmonton Region	86	84	Excellent	Unknown	63
ACT0660_ENERGY	ACT0660-03	Prairie Value Co.	Posted	4d	Energy Offer 3	7201	6055	Red Deer	72	84	Fair	High	44
ACT0660_ENERGY	ACT0660-04	Regional Exchange	Watch	18d	Energy Offer 4	8377	6912	Central Alberta	50	41	Unknown	Low	36
ACT0660_ENERGY	ACT0660-05	Regional Exchange	Watch	19d	Energy Offer 5	6042	5693	Calgary Region	78	58	New	High	45
ACT0614_ELECTRICITY	ACT0614-01	North Star Supply	Posted	10d	Electricity Offer 1	7838	7311	Springbrook	84	55	Good	Low	56
ACT0614_ELECTRICITY	ACT0614-02	Atlas Services	FS	20d	Electricity Offer 2	2619	2278	Provincial	84	82	Fair	Medium	67
ACT0614_ELECTRICITY	ACT0614-03	Verified Local	Limited	5d	Electricity Offer 3	971	899	Online	51	79	Unknown	High	43
ACT0614_ELECTRICITY	ACT0614-04	Open Offer Ltd.	Limited	14d	Electricity Offer 4	6070	5674	Online	94	86	Fair	Unknown	64
ACT0614_ELECTRICITY	ACT0614-05	Open Offer Ltd.	Watch	7d	Electricity Offer 5	8457	7295	Provincial	76	93	Fair	Low	66
ACT0606_BUDGET_OPTION	ACT0606-01	Prairie Value Co.	FS	2d	Budget Option Offer 1	5809	4768	Online	64	91	Fair	High	47
ACT0606_BUDGET_OPTION	ACT0606-02	Prairie Value Co.	Posted	13d	Budget Option Offer 2	8080	7476	Provincial	73	73	Good	Low	62
ACT0606_BUDGET_OPTION	ACT0606-03	Prairie Value Co.	FS	15d	Budget Option Offer 3	4155	3639	Provincial	45	87	Excellent	Medium	52
ACT0606_BUDGET_OPTION	ACT0606-04	Regional Exchange	Limited	9d	Budget Option Offer 4	7784	6837	Central Alberta	55	98	Good	Low	56
ACT0606_BUDGET_OPTION	ACT0606-05	Budget Direct	FS	10d	Budget Option Offer 5	1902	1662	Red Deer	49	39	Good	High	35
ACT0607_STANDARD_OPTION	ACT0607-01	Verified Local	FS	2d	Standard Option Offer 1	4682	4280	Red Deer	58	84	Fair	Low	64
ACT0607_STANDARD_OPTION	ACT0607-02	Verified Local	Posted	13d	Standard Option Offer 2	2139	2044	Online	45	40	Fair	Medium	45
ACT0607_STANDARD_OPTION	ACT0607-03	North Star Supply	Posted	5d	Standard Option Offer 3	1301	1224	Municipal	61	91	New	Low	73
ACT0607_STANDARD_OPTION	ACT0607-04	Central Listings	Limited	2d	Standard Option Offer 4	4660	4404	Calgary Region	45	97	Good	Medium	50
ACT0607_STANDARD_OPTION	ACT0607-05	Regional Exchange	Available	3d	Standard Option Offer 5	6839	5717	Calgary Region	71	85	Unknown	High	45
ACT0608_PREMIUM_OPTION	ACT0608-01	Red Deer Market	FS	18d	Premium Option Offer 1	5689	4950	Red Deer	95	47	Good	Medium	55
ACT0608_PREMIUM_OPTION	ACT0608-02	Prairie Value Co.	Available	11d	Premium Option Offer 2	2141	1814	Edmonton Region	54	71	Good	Low	62
ACT0608_PREMIUM_OPTION	ACT0608-03	Verified Local	Posted	16d	Premium Option Offer 3	1784	1542	Red Deer	75	82	Good	Low	75
ACT0608_PREMIUM_OPTION	ACT0608-04	Central Listings	Available	11d	Premium Option Offer 4	3208	2919	Online	45	96	Good	High	45
ACT0608_PREMIUM_OPTION	ACT0608-05	Open Offer Ltd.	Posted	2d	Premium Option Offer 5	834	777	Edmonton Region	57	84	Good	Unknown	59
ACT0609_LOCAL_PROVIDER	ACT0609-01	Verified Local	Limited	10d	Local Provider Offer 1	6665	5761	Edmonton Region	84	42	New	Medium	45
ACT0609_LOCAL_PROVIDER	ACT0609-02	Verified Local	Watch	15d	Local Provider Offer 2	7781	7134	Calgary Region	81	75	New	Unknown	54
ACT0609_LOCAL_PROVIDER	ACT0609-03	Regional Exchange	Posted	4d	Local Provider Offer 3	5078	4221	Calgary Region	56	76	Fair	Medium	48
ACT0609_LOCAL_PROVIDER	ACT0609-04	Open Offer Ltd.	Watch	1d	Local Provider Offer 4	6510	5498	Municipal	83	69	Excellent	Low	65
ACT0609_LOCAL_PROVIDER	ACT0609-05	Prairie Value Co.	Available	17d	Local Provider Offer 5	2783	2665	Online	60	84	Good	Low	68
ACT0610_REGIONAL_PROVIDER	ACT0610-01	Verified Local	Posted	16d	Regional Provider Offer 1	681	578	Red Deer	83	47	Good	High	56
ACT0610_REGIONAL_PROVIDER	ACT0610-02	Prairie Value Co.	Watch	10d	Regional Provider Offer 2	1406	1219	Springbrook	59	61	New	High	45
ACT0610_REGIONAL_PROVIDER	ACT0610-03	North Star Supply	Available	14d	Regional Provider Offer 3	680	612	Municipal	53	41	Unknown	Unknown	42
ACT0610_REGIONAL_PROVIDER	ACT0610-04	Verified Local	Limited	19d	Regional Provider Offer 4	6164	5401	National	95	87	Good	Medium	66
ACT0610_REGIONAL_PROVIDER	ACT0610-05	Open Offer Ltd.	Available	6d	Regional Provider Offer 5	6475	5466	Online	66	63	New	High	36
ACT0611_ONLINE_PROVIDER	ACT0611-01	Central Listings	FS	4d	Online Provider Offer 1	601	547	National	57	40	Unknown	Low	54
ACT0611_ONLINE_PROVIDER	ACT0611-02	Open Offer Ltd.	Limited	19d	Online Provider Offer 2	812	685	National	72	81	Fair	High	53
ACT0611_ONLINE_PROVIDER	ACT0611-03	Prairie Value Co.	FS	12d	Online Provider Offer 3	3494	2918	Municipal	45	87	Good	Low	62
ACT0611_ONLINE_PROVIDER	ACT0611-04	Red Deer Market	Posted	16d	Online Provider Offer 4	4533	4108	National	61	86	Unknown	High	45
ACT0611_ONLINE_PROVIDER	ACT0611-05	Central Listings	Posted	21d	Online Provider Offer 5	4879	4576	Provincial	84	47	Fair	Low	61
ACT0612_EMERGENCY_OPTION	ACT0612-01	Open Offer Ltd.	Available	3d	Emergency Option Offer 1	198	172	Red Deer	66	87	New	Medium	59
ACT0612_EMERGENCY_OPTION	ACT0612-02	Regional Exchange	Available	17d	Emergency Option Offer 2	4886	4360	Calgary Region	49	54	Fair	Unknown	46
ACT0612_EMERGENCY_OPTION	ACT0612-03	North Star Supply	Posted	20d	Emergency Option Offer 3	6814	5874	Red Deer	91	85	New	High	46
ACT0612_EMERGENCY_OPTION	ACT0612-04	Atlas Services	Limited	6d	Emergency Option Offer 4	974	934	Online	46	68	Unknown	High	39
ACT0612_EMERGENCY_OPTION	ACT0612-05	Quality Source	FS	18d	Emergency Option Offer 5	2590	2425	Municipal	70	92	Unknown	Low	70
ACT0613_VERIFIED_PROVIDER	ACT0613-01	Open Offer Ltd.	Posted	20d	Verified Provider Offer 1	3878	3654	Red Deer	77	81	Excellent	Unknown	57
ACT0613_VERIFIED_PROVIDER	ACT0613-02	Central Listings	Limited	6d	Verified Provider Offer 2	1903	1651	Municipal	49	46	Good	High	35
ACT0613_VERIFIED_PROVIDER	ACT0613-03	Atlas Services	FS	16d	Verified Provider Offer 3	5693	5218	Calgary Region	85	55	Good	Medium	49
ACT0613_VERIFIED_PROVIDER	ACT0613-04	Verified Local	Posted	2d	Verified Provider Offer 4	4516	4294	Edmonton Region	87	43	Good	Medium	48
ACT0613_VERIFIED_PROVIDER	ACT0613-05	Prairie Value Co.	Posted	12d	Verified Provider Offer 5	6156	5215	Central Alberta	77	84	Good	High	48
ACT0623_NATURAL_GAS	ACT0623-01	North Star Supply	Available	15d	Natural Gas Offer 1	5911	4901	Calgary Region	93	62	New	Medium	53
ACT0623_NATURAL_GAS	ACT0623-02	Verified Local	Limited	21d	Natural Gas Offer 2	4796	4085	Central Alberta	85	38	New	Medium	55
ACT0623_NATURAL_GAS	ACT0623-03	Budget Direct	Watch	19d	Natural Gas Offer 3	2688	2490	Calgary Region	79	43	New	High	41
ACT0623_NATURAL_GAS	ACT0623-04	North Star Supply	Available	20d	Natural Gas Offer 4	92	80	National	65	66	Fair	Medium	59
ACT0623_NATURAL_GAS	ACT0623-05	North Star Supply	FS	10d	Natural Gas Offer 5	5119	4203	Online	93	58	New	High	47
ACT0615_BUDGET_OPTION	ACT0615-01	Open Offer Ltd.	FS	15d	Budget Option Offer 1	495	462	Online	90	93	Good	Low	85
ACT0615_BUDGET_OPTION	ACT0615-02	Prairie Value Co.	Posted	1d	Budget Option Offer 2	7341	6700	Calgary Region	61	36	Unknown	Low	43
ACT0615_BUDGET_OPTION	ACT0615-03	Prairie Value Co.	Watch	10d	Budget Option Offer 3	1305	1118	Springbrook	96	39	Fair	Unknown	66
ACT0615_BUDGET_OPTION	ACT0615-04	North Star Supply	FS	19d	Budget Option Offer 4	7332	6451	Municipal	89	40	Excellent	Unknown	47
ACT0615_BUDGET_OPTION	ACT0615-05	Quality Source	Posted	21d	Budget Option Offer 5	8406	7328	Municipal	52	41	Good	Low	41
ACT0616_STANDARD_OPTION	ACT0616-01	Verified Local	Watch	14d	Standard Option Offer 1	1603	1345	Springbrook	93	97	Fair	Medium	73
ACT0616_STANDARD_OPTION	ACT0616-02	North Star Supply	Posted	19d	Standard Option Offer 2	4196	3513	Edmonton Region	51	97	Fair	Unknown	49
ACT0616_STANDARD_OPTION	ACT0616-03	Verified Local	Available	12d	Standard Option Offer 3	5670	4709	Calgary Region	80	47	Fair	Unknown	50
ACT0616_STANDARD_OPTION	ACT0616-04	North Star Supply	Watch	9d	Standard Option Offer 4	6576	5998	Red Deer	83	36	Good	High	35
ACT0616_STANDARD_OPTION	ACT0616-05	Verified Local	FS	13d	Standard Option Offer 5	3288	3037	National	49	75	Excellent	Unknown	48
ACT0617_PREMIUM_OPTION	ACT0617-01	Quality Source	Posted	16d	Premium Option Offer 1	4105	3811	National	68	56	Good	Low	62
ACT0617_PREMIUM_OPTION	ACT0617-02	Budget Direct	Watch	4d	Premium Option Offer 2	6796	6297	Municipal	61	84	New	Medium	53
ACT0617_PREMIUM_OPTION	ACT0617-03	Regional Exchange	Limited	20d	Premium Option Offer 3	2881	2637	Online	75	75	Unknown	Low	65
ACT0617_PREMIUM_OPTION	ACT0617-04	Open Offer Ltd.	Watch	0d	Premium Option Offer 4	3008	2878	Red Deer	54	94	Good	Medium	57
ACT0617_PREMIUM_OPTION	ACT0617-05	Verified Local	FS	18d	Premium Option Offer 5	1536	1466	Municipal	86	40	Excellent	Medium	53
ACT0618_LOCAL_PROVIDER	ACT0618-01	Quality Source	Limited	15d	Local Provider Offer 1	7558	6954	Calgary Region	47	48	Excellent	Unknown	36
ACT0618_LOCAL_PROVIDER	ACT0618-02	Open Offer Ltd.	Watch	11d	Local Provider Offer 2	2174	1855	Edmonton Region	81	55	New	Low	71
ACT0618_LOCAL_PROVIDER	ACT0618-03	Quality Source	Available	11d	Local Provider Offer 3	4556	4329	Online	81	43	Unknown	Medium	51
ACT0618_LOCAL_PROVIDER	ACT0618-04	Atlas Services	Watch	14d	Local Provider Offer 4	5534	5107	Provincial	61	36	Excellent	High	35
ACT0618_LOCAL_PROVIDER	ACT0618-05	Prairie Value Co.	FS	1d	Local Provider Offer 5	6001	4997	Edmonton Region	77	99	Unknown	Low	70
ACT0619_REGIONAL_PROVIDER	ACT0619-01	Red Deer Market	FS	6d	Regional Provider Offer 1	5617	5227	Calgary Region	68	40	Fair	Medium	38
ACT0619_REGIONAL_PROVIDER	ACT0619-02	North Star Supply	Available	21d	Regional Provider Offer 2	257	226	Edmonton Region	63	55	Fair	Medium	59
ACT0619_REGIONAL_PROVIDER	ACT0619-03	Budget Direct	Limited	5d	Regional Provider Offer 3	3666	3399	Calgary Region	94	39	Unknown	Low	70
ACT0619_REGIONAL_PROVIDER	ACT0619-04	Red Deer Market	Watch	20d	Regional Provider Offer 4	2527	2267	Municipal	54	91	New	High	48
ACT0619_REGIONAL_PROVIDER	ACT0619-05	Central Listings	Limited	12d	Regional Provider Offer 5	6120	5486	Red Deer	87	86	New	Low	65
ACT0620_ONLINE_PROVIDER	ACT0620-01	Open Offer Ltd.	Limited	11d	Online Provider Offer 1	2641	2436	Central Alberta	87	66	Good	Medium	60
ACT0620_ONLINE_PROVIDER	ACT0620-02	North Star Supply	FS	13d	Online Provider Offer 2	5827	5385	Springbrook	45	83	Fair	High	42
ACT0620_ONLINE_PROVIDER	ACT0620-03	Regional Exchange	Limited	9d	Online Provider Offer 3	3074	2843	Municipal	91	69	Unknown	Unknown	61
ACT0620_ONLINE_PROVIDER	ACT0620-04	Prairie Value Co.	Watch	9d	Online Provider Offer 4	8155	7513	Central Alberta	76	61	Excellent	High	35
ACT0620_ONLINE_PROVIDER	ACT0620-05	Regional Exchange	Watch	19d	Online Provider Offer 5	7225	6386	Red Deer	75	89	Good	High	47
ACT0621_EMERGENCY_OPTION	ACT0621-01	Open Offer Ltd.	Available	5d	Emergency Option Offer 1	2110	1988	National	64	39	New	Unknown	53
ACT0621_EMERGENCY_OPTION	ACT0621-02	North Star Supply	Limited	11d	Emergency Option Offer 2	5191	4980	National	60	51	New	High	37
ACT0621_EMERGENCY_OPTION	ACT0621-03	Open Offer Ltd.	Posted	2d	Emergency Option Offer 3	6664	5612	Provincial	63	47	Good	Unknown	36
ACT0621_EMERGENCY_OPTION	ACT0621-04	North Star Supply	Posted	6d	Emergency Option Offer 4	6600	6216	Springbrook	84	40	Fair	Low	53
ACT0621_EMERGENCY_OPTION	ACT0621-05	Budget Direct	Posted	3d	Emergency Option Offer 5	6081	5281	Calgary Region	72	98	Good	Low	67
ACT0622_VERIFIED_PROVIDER	ACT0622-01	North Star Supply	Watch	13d	Verified Provider Offer 1	2599	2266	Calgary Region	88	69	Fair	Low	72
ACT0622_VERIFIED_PROVIDER	ACT0622-02	Quality Source	Available	16d	Verified Provider Offer 2	1249	1088	Springbrook	82	57	Unknown	Unknown	61
ACT0622_VERIFIED_PROVIDER	ACT0622-03	Budget Direct	Watch	11d	Verified Provider Offer 3	5171	4800	Red Deer	96	78	New	Medium	61
ACT0622_VERIFIED_PROVIDER	ACT0622-04	Central Listings	FS	13d	Verified Provider Offer 4	2240	1895	Provincial	95	67	New	High	61
ACT0622_VERIFIED_PROVIDER	ACT0622-05	Regional Exchange	FS	4d	Verified Provider Offer 5	1764	1602	Provincial	73	75	Good	High	51
ACT0632_FUEL	ACT0632-01	Regional Exchange	Available	9d	Fuel Offer 1	8295	7800	Edmonton Region	57	89	Good	High	40
ACT0632_FUEL	ACT0632-02	Prairie Value Co.	Watch	0d	Fuel Offer 2	6039	5255	Online	69	88	Fair	Low	61
ACT0632_FUEL	ACT0632-03	Atlas Services	Available	9d	Fuel Offer 3	4107	3779	Red Deer	57	46	Good	Unknown	46
ACT0632_FUEL	ACT0632-04	Atlas Services	Available	7d	Fuel Offer 4	8025	7537	Edmonton Region	81	50	Unknown	Low	53
ACT0632_FUEL	ACT0632-05	Central Listings	Watch	12d	Fuel Offer 5	1116	933	Red Deer	56	65	Unknown	Unknown	59
ACT0624_BUDGET_OPTION	ACT0624-01	Red Deer Market	Limited	15d	Budget Option Offer 1	6091	5560	Calgary Region	46	59	Fair	Unknown	39
ACT0624_BUDGET_OPTION	ACT0624-02	Regional Exchange	Posted	9d	Budget Option Offer 2	4142	3447	National	47	52	Good	High	35
ACT0624_BUDGET_OPTION	ACT0624-03	Open Offer Ltd.	Watch	3d	Budget Option Offer 3	5102	4249	Edmonton Region	57	42	Fair	Unknown	45
ACT0624_BUDGET_OPTION	ACT0624-04	Central Listings	Watch	18d	Budget Option Offer 4	3505	3030	Central Alberta	69	57	Excellent	High	46
ACT0624_BUDGET_OPTION	ACT0624-05	Atlas Services	Posted	7d	Budget Option Offer 5	7224	6930	Calgary Region	45	46	Fair	Medium	35
ACT0625_STANDARD_OPTION	ACT0625-01	Quality Source	Available	11d	Standard Option Offer 1	3810	3130	Central Alberta	53	70	Good	Medium	43
ACT0625_STANDARD_OPTION	ACT0625-02	Prairie Value Co.	Available	12d	Standard Option Offer 2	3631	3399	Central Alberta	48	92	New	High	50
ACT0625_STANDARD_OPTION	ACT0625-03	Regional Exchange	Posted	17d	Standard Option Offer 3	419	364	Red Deer	58	37	Good	High	37
ACT0625_STANDARD_OPTION	ACT0625-04	North Star Supply	Available	4d	Standard Option Offer 4	1180	1013	Springbrook	52	89	Good	Low	71
ACT0625_STANDARD_OPTION	ACT0625-05	Regional Exchange	Limited	20d	Standard Option Offer 5	3806	3371	Edmonton Region	74	68	Unknown	Medium	54
ACT0626_PREMIUM_OPTION	ACT0626-01	Open Offer Ltd.	Posted	0d	Premium Option Offer 1	3477	2867	Springbrook	94	46	Unknown	Low	72
ACT0626_PREMIUM_OPTION	ACT0626-02	Open Offer Ltd.	FS	14d	Premium Option Offer 2	205	187	Calgary Region	81	73	Fair	High	63
ACT0626_PREMIUM_OPTION	ACT0626-03	Central Listings	Available	20d	Premium Option Offer 3	8102	7126	Provincial	93	77	Excellent	Unknown	52
ACT0626_PREMIUM_OPTION	ACT0626-04	North Star Supply	Posted	11d	Premium Option Offer 4	6288	5744	Municipal	47	72	New	Low	53
ACT0626_PREMIUM_OPTION	ACT0626-05	Atlas Services	Posted	21d	Premium Option Offer 5	5250	4842	Central Alberta	81	96	Excellent	Unknown	63
ACT0627_LOCAL_PROVIDER	ACT0627-01	Atlas Services	Available	1d	Local Provider Offer 1	7932	7523	National	93	66	New	Medium	56
ACT0627_LOCAL_PROVIDER	ACT0627-02	Budget Direct	FS	17d	Local Provider Offer 2	3247	2932	Red Deer	53	91	Excellent	Medium	60
ACT0627_LOCAL_PROVIDER	ACT0627-03	Prairie Value Co.	Watch	16d	Local Provider Offer 3	1677	1546	National	52	71	Excellent	Medium	50
ACT0627_LOCAL_PROVIDER	ACT0627-04	Red Deer Market	Watch	15d	Local Provider Offer 4	4569	3973	Central Alberta	56	70	Unknown	Low	53
ACT0627_LOCAL_PROVIDER	ACT0627-05	Red Deer Market	Available	8d	Local Provider Offer 5	4082	3484	Red Deer	89	82	Good	Medium	66
ACT0628_REGIONAL_PROVIDER	ACT0628-01	Quality Source	FS	9d	Regional Provider Offer 1	209	172	Springbrook	53	39	Excellent	Medium	47
ACT0628_REGIONAL_PROVIDER	ACT0628-02	Open Offer Ltd.	Watch	20d	Regional Provider Offer 2	5274	4704	Calgary Region	68	96	Unknown	Unknown	55
ACT0628_REGIONAL_PROVIDER	ACT0628-03	Red Deer Market	Watch	14d	Regional Provider Offer 3	4072	3904	Provincial	52	69	Good	Unknown	49
ACT0628_REGIONAL_PROVIDER	ACT0628-04	Red Deer Market	Watch	7d	Regional Provider Offer 4	3537	3353	Online	79	95	Fair	Medium	61
ACT0628_REGIONAL_PROVIDER	ACT0628-05	North Star Supply	FS	5d	Regional Provider Offer 5	1537	1386	Edmonton Region	96	58	Excellent	Low	80
ACT0629_ONLINE_PROVIDER	ACT0629-01	Prairie Value Co.	FS	15d	Online Provider Offer 1	1338	1156	National	80	43	New	Medium	56
ACT0629_ONLINE_PROVIDER	ACT0629-02	Red Deer Market	Posted	3d	Online Provider Offer 2	884	737	Municipal	65	73	Unknown	Low	73
ACT0629_ONLINE_PROVIDER	ACT0629-03	Regional Exchange	Available	18d	Online Provider Offer 3	5668	5072	Online	66	77	Fair	High	39
ACT0629_ONLINE_PROVIDER	ACT0629-04	Atlas Services	Available	1d	Online Provider Offer 4	6901	6193	Provincial	62	53	Excellent	High	35
ACT0629_ONLINE_PROVIDER	ACT0629-05	Atlas Services	FS	7d	Online Provider Offer 5	4433	3893	Central Alberta	70	60	Fair	Unknown	52
ACT0630_EMERGENCY_OPTION	ACT0630-01	Atlas Services	Available	6d	Emergency Option Offer 1	1038	918	Calgary Region	86	93	Excellent	Low	86
ACT0630_EMERGENCY_OPTION	ACT0630-02	Quality Source	Limited	11d	Emergency Option Offer 2	4123	3604	Calgary Region	45	43	Fair	Unknown	41
ACT0630_EMERGENCY_OPTION	ACT0630-03	Verified Local	Posted	12d	Emergency Option Offer 3	768	630	Municipal	79	85	Excellent	Low	72
ACT0630_EMERGENCY_OPTION	ACT0630-04	Verified Local	Posted	6d	Emergency Option Offer 4	4257	3608	Provincial	80	62	Fair	Unknown	55
ACT0630_EMERGENCY_OPTION	ACT0630-05	Budget Direct	Watch	6d	Emergency Option Offer 5	1858	1691	Central Alberta	54	60	Good	Low	62
ACT0631_VERIFIED_PROVIDER	ACT0631-01	Verified Local	Available	10d	Verified Provider Offer 1	2761	2358	Provincial	59	67	New	High	42
ACT0631_VERIFIED_PROVIDER	ACT0631-02	Red Deer Market	Limited	2d	Verified Provider Offer 2	3108	2844	Calgary Region	82	64	Excellent	Low	64
ACT0631_VERIFIED_PROVIDER	ACT0631-03	Open Offer Ltd.	FS	1d	Verified Provider Offer 3	3399	3079	Red Deer	58	37	Fair	Medium	47
ACT0631_VERIFIED_PROVIDER	ACT0631-04	North Star Supply	FS	20d	Verified Provider Offer 4	3244	2733	Edmonton Region	61	90	Excellent	High	48
ACT0631_VERIFIED_PROVIDER	ACT0631-05	Red Deer Market	Watch	7d	Verified Provider Offer 5	7301	6520	Online	79	50	New	Unknown	42
ACT0641_SOLAR	ACT0641-01	Quality Source	Posted	0d	Solar Offer 1	5782	5347	Municipal	50	46	Good	Unknown	39
ACT0641_SOLAR	ACT0641-02	Red Deer Market	Available	4d	Solar Offer 2	3790	3311	Central Alberta	70	49	Unknown	Medium	44
ACT0641_SOLAR	ACT0641-03	North Star Supply	Available	6d	Solar Offer 3	3110	2872	Calgary Region	77	65	Fair	Unknown	56
ACT0641_SOLAR	ACT0641-04	Prairie Value Co.	Watch	15d	Solar Offer 4	3085	2579	Online	74	45	Good	High	40
ACT0641_SOLAR	ACT0641-05	Atlas Services	FS	8d	Solar Offer 5	6854	5869	Central Alberta	63	98	New	High	40
ACT0633_BUDGET_OPTION	ACT0633-01	Atlas Services	Posted	17d	Budget Option Offer 1	5329	4857	Springbrook	84	72	Good	High	48
ACT0633_BUDGET_OPTION	ACT0633-02	Prairie Value Co.	Watch	16d	Budget Option Offer 2	5190	4410	Municipal	56	56	New	Medium	39
ACT0633_BUDGET_OPTION	ACT0633-03	Open Offer Ltd.	Watch	19d	Budget Option Offer 3	114	94	Calgary Region	58	47	New	Unknown	55
ACT0633_BUDGET_OPTION	ACT0633-04	Budget Direct	Available	2d	Budget Option Offer 4	3138	2593	Online	70	90	Excellent	High	49
ACT0633_BUDGET_OPTION	ACT0633-05	Red Deer Market	FS	6d	Budget Option Offer 5	2713	2488	Municipal	54	39	Fair	High	35
ACT0634_STANDARD_OPTION	ACT0634-01	Quality Source	Watch	10d	Standard Option Offer 1	543	517	Calgary Region	54	73	Unknown	Unknown	52
ACT0634_STANDARD_OPTION	ACT0634-02	North Star Supply	Limited	2d	Standard Option Offer 2	7499	6838	Central Alberta	83	95	Good	Low	73
ACT0634_STANDARD_OPTION	ACT0634-03	Regional Exchange	FS	16d	Standard Option Offer 3	4620	4293	Springbrook	72	42	Excellent	Medium	45
ACT0634_STANDARD_OPTION	ACT0634-04	Verified Local	Posted	8d	Standard Option Offer 4	5581	4823	National	74	63	New	High	47
ACT0634_STANDARD_OPTION	ACT0634-05	Open Offer Ltd.	Available	10d	Standard Option Offer 5	5118	4623	Springbrook	49	66	New	Medium	38
ACT0635_PREMIUM_OPTION	ACT0635-01	Red Deer Market	Available	18d	Premium Option Offer 1	6231	5263	Red Deer	60	76	Fair	Unknown	50
ACT0635_PREMIUM_OPTION	ACT0635-02	Atlas Services	Available	2d	Premium Option Offer 2	7824	6713	Online	64	75	Fair	Unknown	46
ACT0635_PREMIUM_OPTION	ACT0635-03	Red Deer Market	Available	5d	Premium Option Offer 3	331	276	Central Alberta	62	77	Good	High	52
ACT0635_PREMIUM_OPTION	ACT0635-04	Verified Local	Limited	7d	Premium Option Offer 4	1381	1227	Online	67	39	Fair	Low	64
ACT0635_PREMIUM_OPTION	ACT0635-05	Regional Exchange	Posted	0d	Premium Option Offer 5	7768	7072	Online	45	68	Unknown	Unknown	35
ACT0636_LOCAL_PROVIDER	ACT0636-01	Prairie Value Co.	Available	7d	Local Provider Offer 1	6674	5847	Springbrook	62	89	New	Low	62
ACT0636_LOCAL_PROVIDER	ACT0636-02	Open Offer Ltd.	Available	2d	Local Provider Offer 2	8137	7018	National	80	40	Fair	High	35
ACT0636_LOCAL_PROVIDER	ACT0636-03	Verified Local	Limited	12d	Local Provider Offer 3	3183	2694	Central Alberta	78	77	Good	Low	67
ACT0636_LOCAL_PROVIDER	ACT0636-04	Verified Local	Limited	3d	Local Provider Offer 4	449	393	Municipal	48	80	New	Medium	52
ACT0636_LOCAL_PROVIDER	ACT0636-05	Verified Local	Available	11d	Local Provider Offer 5	4721	4234	Springbrook	69	49	New	Medium	48
ACT0637_REGIONAL_PROVIDER	ACT0637-01	Regional Exchange	Watch	10d	Regional Provider Offer 1	5170	4682	Red Deer	78	77	Excellent	Unknown	56
ACT0637_REGIONAL_PROVIDER	ACT0637-02	Regional Exchange	Posted	16d	Regional Provider Offer 2	975	872	Central Alberta	55	93	Fair	High	49
ACT0637_REGIONAL_PROVIDER	ACT0637-03	Verified Local	FS	3d	Regional Provider Offer 3	1591	1484	Springbrook	83	74	Unknown	Low	73
ACT0637_REGIONAL_PROVIDER	ACT0637-04	Central Listings	Available	21d	Regional Provider Offer 4	7177	6668	Central Alberta	63	71	Fair	Unknown	45
ACT0637_REGIONAL_PROVIDER	ACT0637-05	Quality Source	Available	18d	Regional Provider Offer 5	235	218	Calgary Region	74	41	Fair	High	52
ACT0638_ONLINE_PROVIDER	ACT0638-01	North Star Supply	Watch	11d	Online Provider Offer 1	4066	3865	Calgary Region	50	39	Good	High	35
ACT0638_ONLINE_PROVIDER	ACT0638-02	Budget Direct	FS	16d	Online Provider Offer 2	4409	4159	Provincial	79	50	New	High	42
ACT0638_ONLINE_PROVIDER	ACT0638-03	Open Offer Ltd.	Posted	20d	Online Provider Offer 3	295	254	Provincial	71	76	Good	Unknown	60
ACT0638_ONLINE_PROVIDER	ACT0638-04	Central Listings	Available	3d	Online Provider Offer 4	5289	4342	Online	55	51	Good	Unknown	45
ACT0638_ONLINE_PROVIDER	ACT0638-05	Budget Direct	FS	2d	Online Provider Offer 5	8211	7777	Online	70	56	Fair	Unknown	38
ACT0639_EMERGENCY_OPTION	ACT0639-01	Regional Exchange	Posted	1d	Emergency Option Offer 1	1912	1697	Calgary Region	74	91	New	Unknown	67
ACT0639_EMERGENCY_OPTION	ACT0639-02	Budget Direct	Posted	3d	Emergency Option Offer 2	3010	2607	National	83	73	Fair	Unknown	65
ACT0639_EMERGENCY_OPTION	ACT0639-03	Prairie Value Co.	Posted	6d	Emergency Option Offer 3	4481	3828	National	72	52	Excellent	Medium	45
ACT0639_EMERGENCY_OPTION	ACT0639-04	Central Listings	FS	12d	Emergency Option Offer 4	5571	4613	Provincial	51	38	Good	Medium	40
ACT0639_EMERGENCY_OPTION	ACT0639-05	Verified Local	FS	13d	Emergency Option Offer 5	7151	6341	National	67	52	Good	Unknown	43
ACT0640_VERIFIED_PROVIDER	ACT0640-01	Quality Source	FS	17d	Verified Provider Offer 1	3717	3144	Provincial	84	38	Excellent	Unknown	48
ACT0640_VERIFIED_PROVIDER	ACT0640-02	Prairie Value Co.	Watch	15d	Verified Provider Offer 2	413	371	Springbrook	94	97	Fair	Low	83
ACT0640_VERIFIED_PROVIDER	ACT0640-03	North Star Supply	Available	21d	Verified Provider Offer 3	1377	1151	National	74	96	Unknown	High	56
